OBJECTID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
201,469,0,36,0.22409,8.4E-05,0.000155,9.5E-05,0.000109,6.5E-05,7E-05,0.000112,0.102927,8.2E-05,0.000185,7.1E-05,7E-05,5.3E-05,0.000199,0.00016,0.000118,6.3E-05,0.000235,4.4E-05,0.000324,0.476496,9.6E-05,8.8E-05,4.4E-05,5.7E-05,0.010164,0.01871,6.7E-05,0.000112,1.6E-05,0.00028,0.056905,0.000119,5.2E-05,4.2E-05,6.6E-05,9.6E-05,0.19316,5.7E-05,0.0001,6E-05,4.4E-05,0.000124,8.3E-05,5.1E-05,7.9E-05,7.5E-05,9.4E-05,0.000346,0.000174,5.2E-05,3.2E-05,4E-05,5.4E-05,0.000468,6.3E-05,5.3E-05,8.9E-05,7.3E-05,0.000138,0.134267,0.000288,9.5E-05,0.000114,9.5E-05,0.00011,4.9E-05,8.3E-05,8.2E-05,0.000567,0.000108,f3fj2dx5,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3fj2dx5,"The Intersection of Sample Size, Number of Indicators, and Class Enumeration in LCA: A Monte Carlo Study",2014,"Morovati, Diane","University of California, Santa Barbara. Education",Karen Nylund-Gibson,English,2.21524547559294E-06,0.000279950975146706
202,471,41,6,0.134236,9.6E-05,0.000178,0.000109,0.000126,7.5E-05,8E-05,0.000129,0.001347,9.4E-05,0.000212,8.1E-05,8.1E-05,6.1E-05,0.000229,0.000183,0.000136,7.3E-05,0.00027,5E-05,0.000372,0.000111,0.000111,0.000101,5E-05,6.5E-05,0.03293,0.042747,7.7E-05,0.000129,1.8E-05,0.000322,0.001611,0.127657,6E-05,4.9E-05,7.6E-05,0.000111,0.232524,6.5E-05,0.000115,6.9E-05,5.1E-05,0.000142,9.5E-05,5.8E-05,9.1E-05,8.6E-05,0.000109,0.000397,0.000199,5.9E-05,3.6E-05,4.6E-05,6.2E-05,0.000538,7.3E-05,6.1E-05,0.000102,8.4E-05,0.000159,0.000156,0.547606,0.000109,0.000131,0.000109,0.000127,5.6E-05,9.5E-05,9.4E-05,0.005965,0.000124,f3sq8xjj,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3sq8xjj,Computing Volumes and Convex Hulls: Variations and Extensions,2014,"Yildiz, Hakan","University of California, Santa Barbara. Computer Science",Subhash Suri,English,0.000369030613658243,4.80095620439977E-05
203,473,8,11,0.169703,8.4E-05,0.000155,9.5E-05,0.000109,6.5E-05,0.037072,0.000112,0.001172,8.2E-05,0.000185,7.1E-05,7E-05,0.046305,0.000199,0.00016,0.000118,6.3E-05,0.000235,4.4E-05,0.000324,9.6E-05,9.6E-05,8.8E-05,4.4E-05,5.7E-05,0.010164,0.000209,6.7E-05,0.000112,1.6E-05,0.00028,0.001403,0.000119,5.2E-05,4.2E-05,6.6E-05,9.6E-05,0.170034,5.7E-05,0.0001,6E-05,4.4E-05,0.000124,8.3E-05,5.1E-05,7.9E-05,7.5E-05,0.027846,0.000346,0.000174,0.055555,3.2E-05,4E-05,5.4E-05,0.393614,6.3E-05,5.3E-05,8.9E-05,7.3E-05,0.000138,0.014011,0.004913,9.5E-05,0.000114,9.5E-05,0.00011,4.9E-05,8.3E-05,0.013957,0.217953,0.000108,f3251g9b,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3251g9b,"Iron Mothers and Warrior Lovers: Intimacy, Power, and the State in the Nyiginya Kingdom, 1796-1913",2014,"Watkins, Sarah Elizabeth","University of California, Santa Barbara. History",Stephan F. Miescher,English,7.44137431950529E-05,8.6211317805247E-05
204,476,38,24,0.173697,9.1E-05,0.000169,0.000104,0.000119,0.348195,7.6E-05,0.04553,0.001279,8.9E-05,0.000202,7.7E-05,7.7E-05,5.8E-05,0.000217,0.000174,0.000129,6.9E-05,0.000256,4.8E-05,0.000353,0.000105,0.000105,9.6E-05,4.8E-05,6.2E-05,0.056495,0.000228,0.010164,0.000122,1.7E-05,0.000306,0.072164,0.00013,5.7E-05,4.6E-05,7.2E-05,0.000105,0.220792,6.2E-05,0.000109,6.5E-05,0.005094,0.000135,9E-05,5.5E-05,8.6E-05,8.2E-05,0.000103,0.212279,0.000189,5.6E-05,3.4E-05,4.4E-05,5.9E-05,0.000511,6.9E-05,5.8E-05,9.7E-05,8E-05,0.000151,0.005193,0.01545,0.000104,0.000124,0.000104,0.000121,5.3E-05,9E-05,8.9E-05,0.000618,0.000118,f3tt4p3n,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tt4p3n,Exotic Quantum Phases and Phase Transitions of Strongly Interacting Electrons in Low-Dimensional Systems,2014,"Mishmash, Ryan V.","University of California, Santa Barbara. Physics",Matthew P.A. Fisher,English,0.000340942989678888,0.00018611026563003
205,479,13,15,0.295953,0.000212,0.023866,0.000242,0.000277,0.000165,0.000177,0.000285,0.04992,0.000208,0.000469,0.000179,0.000179,0.000134,0.070924,0.000405,0.0003,0.00016,0.047542,0.000111,0.000822,0.000244,0.000245,0.000223,0.000111,0.000144,0.025791,0.012266,0.000171,0.000284,4E-05,0.000712,0.003559,0.000303,0.000132,0.000108,0.000167,0.000244,0.05589,0.000144,0.000254,0.000152,0.011849,0.000315,0.00021,0.000129,0.0002,0.00019,0.00024,0.012614,0.00044,0.36396,8E-05,0.000102,0.000138,0.001189,0.00016,0.000134,0.070644,0.000185,0.000351,0.000344,0.024203,0.000241,0.000289,0.000241,0.00028,0.000124,0.00021,0.000207,0.212694,0.000274,f3mg7mmc,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3mg7mmc,"Caught Up: Girls, Violence and Wraparound Incarceration",2014,"Flores, Jerry","University of California, Santa Barbara. Sociology","Nikki Jones, Denise Segura",English,0.000122601171663276,0.000114969085017929
206,481,35,8,0.239143,0.000161,0.000299,0.000183,0.000211,0.000125,0.000134,0.000217,0.002259,0.000158,0.000356,0.000136,0.000136,0.000102,0.098419,0.000308,0.000227,0.000122,0.000453,8.4E-05,0.000624,0.000185,0.000186,0.00017,0.320926,0.000109,0.064146,0.000402,0.00013,0.000216,3E-05,0.018365,0.002703,0.00023,0.0001,8.2E-05,0.000127,0.000185,0.158301,0.000109,0.000193,0.000115,8.6E-05,0.000239,0.00016,9.8E-05,0.000152,0.000145,0.000182,0.009579,0.000334,0.0001,6.1E-05,7.7E-05,0.000105,0.027639,0.000122,0.000102,0.000171,0.000141,0.000267,0.080471,0.000555,0.169516,0.00022,0.000183,0.000213,9.4E-05,0.026896,0.009069,0.001093,0.000208,f3zp447p,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3zp447p,Porting SPICE to iOS and Loading Netlists via QR Code,2014,"Gross, David Scott","University of California, Santa Barbara. Electrical and Computer Engineering",K.T. Tim Cheng,English,0.000315562887951197,6.36079086472568E-05
207,482,6,10,0.185761,9E-05,0.253639,0.024953,0.000117,7E-05,0.089536,0.000121,0.00126,8.8E-05,0.000199,7.6E-05,7.6E-05,0.014967,0.015124,0.000172,0.000127,6.8E-05,0.000253,4.7E-05,0.010288,0.000103,0.000104,9.5E-05,4.7E-05,0.069642,0.000982,0.005194,7.2E-05,0.00012,1.7E-05,0.059942,0.016417,0.000128,5.6E-05,4.6E-05,7.1E-05,0.010044,0.043548,6.1E-05,0.000108,6.4E-05,4.8E-05,0.000133,8.9E-05,5.5E-05,8.5E-05,8.1E-05,0.000101,0.000372,0.000187,5.6E-05,3.4E-05,4.3E-05,5.8E-05,0.134695,6.8E-05,5.7E-05,9.5E-05,7.9E-05,0.000149,0.000146,0.000309,0.000102,0.000123,0.059743,0.000119,5.2E-05,8.9E-05,8.8E-05,0.184501,0.000116,f3kk98w9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3kk98w9,"My Neighbor the Barbarian: Immigrant Neighborhoods in Classical Athens, Imperial Rome, and Tang Chang'an",2014,"Abrecht, Ryan Russell","University of California, Santa Barbara. History",Elizabeth DePalma Digeser,English,5.57620229606778E-05,7.71913340519863E-05
208,487,12,35,0.168056,0.006435,0.095025,0.00013,0.000149,8.9E-05,9.5E-05,0.000154,0.216513,0.000112,0.000253,9.7E-05,9.6E-05,7.2E-05,0.000272,0.000218,0.000161,8.6E-05,0.000321,6E-05,0.000443,0.000132,0.000132,0.00012,6E-05,7.8E-05,0.045495,0.000285,9.2E-05,0.000153,2.2E-05,0.000383,0.001917,0.000163,0.019034,5.8E-05,9E-05,0.000132,0.055385,7.8E-05,0.000137,8.2E-05,6.1E-05,0.000169,0.000113,6.9E-05,0.000108,0.000103,0.000129,0.006794,0.000237,7.1E-05,4.3E-05,5.5E-05,7.4E-05,0.00064,8.6E-05,7.2E-05,0.328809,0.0001,0.000189,0.000185,0.057281,0.00013,0.025439,0.00013,0.000151,6.7E-05,0.000113,0.000111,0.019738,0.113924,f32b8w5w,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32b8w5w,Decision-Making under Spatial Uncertainty in Downscaled Population Estimates: An Assessment of HIV Prevalence in Tanzania,2014,"Mwenda, Kevin Muriuki","University of California, Santa Barbara. Geography","David Lopez-Carr, Phaedon C. Kyriakidis",English,0.000111723471876842,0.000274691339145734
209,488,5,0,0.209961,7.9E-05,0.073993,8.9E-05,0.000103,6.1E-05,6.6E-05,0.000106,0.018477,7.7E-05,0.000174,6.6E-05,6.6E-05,5E-05,0.000187,0.00015,0.000111,5.9E-05,0.021941,4.1E-05,0.108903,9E-05,9.1E-05,8.3E-05,4.1E-05,5.3E-05,0.01389,0.000196,6.3E-05,0.000105,1.5E-05,0.000263,0.001317,0.000112,4.9E-05,4E-05,6.2E-05,9E-05,0.09019,5.3E-05,0.004438,5.6E-05,4.2E-05,0.000116,7.8E-05,4.8E-05,7.4E-05,7E-05,0.317197,0.000325,0.000163,4.9E-05,3E-05,3.8E-05,5.1E-05,0.061255,5.9E-05,5E-05,8.3E-05,6.9E-05,0.00013,0.000127,0.00027,8.9E-05,0.004451,0.021809,0.000104,4.6E-05,7.8E-05,7.7E-05,0.256826,0.000101,f36q1vcj,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36q1vcj,The Pachamama Worldview in the Ecuadorian Urban Ayllu Network: Mashi Identity and Resistance in Early 21st-century Quito,2014,"Caal, Cosme Francisco","University of California, Santa Barbara. Sociology","Kum-Kum Bhavnani, John Foran",English,4.71507726177126E-05,-5.8031165390545E-07
210,493,9,41,0.124224,0.000154,0.000286,0.000176,0.000202,0.00012,0.000129,0.000208,0.147207,0.000151,0.000341,0.00013,0.00013,9.7E-05,0.017431,0.000295,0.000218,0.000116,0.000434,8.1E-05,0.000598,0.000178,0.000178,0.000162,8.1E-05,0.000105,0.001685,0.000385,0.000124,0.000207,2.9E-05,0.000517,0.002587,0.00022,9.6E-05,7.8E-05,0.000121,0.520633,0.262464,0.000105,0.000185,0.00011,8.2E-05,0.000229,0.000153,9.4E-05,0.000146,0.000138,0.000174,0.000638,0.034448,9.6E-05,5.8E-05,7.4E-05,0.0001,0.000864,0.000117,9.8E-05,0.000164,0.000135,0.000255,0.00025,0.000531,0.000175,0.00021,0.000175,0.000204,9E-05,0.000153,0.00015,0.001046,0.000199,f3vt1q71,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3vt1q71,Awareness of Observation Affects Resting State Brain Activity,2014,"Li, Jing","University of California, Santa Barbara. Psychology",Michael B. Miller,English,8.69685975956805E-05,0.000320739878917612
211,496,0,41,0.156997,8.4E-05,0.000155,9.5E-05,0.000109,6.5E-05,7E-05,0.000112,0.14918,8.2E-05,0.000185,7.1E-05,7E-05,5.3E-05,0.162083,0.00016,0.000118,6.3E-05,0.000235,4.4E-05,0.02345,9.6E-05,9.6E-05,8.8E-05,4.4E-05,5.7E-05,0.000914,0.000209,6.7E-05,0.000112,1.6E-05,0.00028,0.001403,0.000119,5.2E-05,4.2E-05,6.6E-05,9.6E-05,0.091405,5.7E-05,0.0001,6E-05,4.4E-05,0.000124,8.3E-05,5.1E-05,7.9E-05,0.009326,9.4E-05,0.000346,0.000174,5.2E-05,3.2E-05,4E-05,5.4E-05,0.000468,6.3E-05,5.3E-05,8.9E-05,0.555102,0.000138,0.000136,0.000288,9.5E-05,0.000114,9.5E-05,0.00011,4.9E-05,8.3E-05,8.2E-05,0.000567,0.000108,f357194n,https://www.alexandria.ucsb.edu/lib/ark:/48907/f357194n,Training Paraprofessionals to Improve Social Skills in Students with Autism Spectrum Disorders,2014,"Kim, Jung Sun Sunny","University of California, Santa Barbara. Education",Robert L. Koegel,English,6.20556198253702E-06,0.000320171245357219
212,497,31,7,0.181287,0.000196,0.000363,0.000223,0.000256,0.000152,0.000164,0.000264,0.002749,0.000192,0.000433,0.000166,0.000165,0.000124,0.000467,0.000375,0.000277,0.000148,0.000551,0.000103,0.00076,0.000226,0.000226,0.000206,0.000103,0.000133,0.273277,0.000489,0.000158,0.000263,3.7E-05,0.000658,0.003289,0.00028,0.379711,0.0001,0.000154,0.000226,0.127565,0.000133,0.000235,0.00014,0.000104,0.000291,0.000194,0.000119,0.000185,0.000176,0.000221,0.000811,0.08717,0.000121,7.4E-05,9.4E-05,0.000127,0.001098,0.000148,0.021815,0.065281,0.000171,0.000324,0.000318,0.000675,0.000223,0.000267,0.000223,0.000259,0.000114,0.000194,0.000191,0.02302,0.000253,f3d798k8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3d798k8,Advanced Automated Web Application Vulnerability Analysis,2014,"Doupe, Adam Loe","University of California, Santa Barbara. Computer Science",Giovanni Vigna,English,0.000283069925805883,5.20079633858086E-05
213,503,41,23,0.14004,0.000107,0.000198,0.000122,0.00014,0.508342,0.005999,0.000144,0.001498,0.000105,0.000236,9E-05,9E-05,6.7E-05,0.000254,0.000204,0.000151,8.1E-05,0.0003,5.6E-05,0.000414,0.000123,0.000123,0.000112,5.6E-05,7.3E-05,0.030717,0.000267,8.6E-05,0.000143,2E-05,0.035818,0.090442,0.000152,6.6E-05,5.4E-05,8.4E-05,0.000123,0.158164,7.2E-05,0.000128,7.6E-05,5.7E-05,0.006068,0.000106,6.5E-05,0.000101,9.6E-05,0.000121,0.095002,0.000222,6.6E-05,4E-05,0.017781,6.9E-05,0.000598,8.1E-05,6.8E-05,0.000113,9.3E-05,0.000177,0.000173,0.035828,0.000121,0.000146,0.000121,0.000141,6.2E-05,0.000106,0.000104,0.006634,0.000138,f3mg7mnt,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3mg7mnt,Exotic Phenomena in Quantum Pyrochlore Materials,2014,"Savary, Lucile Elise Claire","University of California, Santa Barbara. Physics",Leon Balents,English,0.000370235254465973,0.000178682994860832
214,505,41,23,0.175222,0.000119,0.00022,0.000135,0.000155,0.427148,9.9E-05,0.00016,0.027945,0.000116,0.171085,0.0001,0.0001,7.5E-05,0.000283,0.000227,0.000168,9E-05,0.000334,6.2E-05,0.00046,0.000137,0.000137,0.000125,6.2E-05,8.1E-05,0.021008,0.000297,9.6E-05,0.000159,2.2E-05,0.006968,0.061123,0.000169,7.4E-05,6E-05,9.3E-05,0.000137,0.20211,0.013221,0.000142,8.5E-05,6.3E-05,0.000176,0.046108,7.2E-05,0.000112,0.000107,0.000134,0.000492,0.000247,7.4E-05,4.5E-05,5.7E-05,7.7E-05,0.013806,9E-05,7.5E-05,0.000126,0.000104,0.000197,0.000193,0.000409,0.000135,0.000162,0.000135,0.000157,6.9E-05,0.000118,0.000116,0.000805,0.000153,f3jw8c1r,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3jw8c1r,Emergent States and Magnetism in Perovskite Titanate Heterostructures,2014,"Jackson, Clayton Adam Chase","University of California, Santa Barbara. Materials",Susanne Stemmer,English,0.00037272538442006,0.000180440997836691
215,507,27,37,0.156495,8.8E-05,0.000163,0.0001,0.000115,6.8E-05,7.3E-05,0.082963,0.010981,8.6E-05,0.019687,7.5E-05,0.048806,5.6E-05,0.00021,0.000168,0.000124,6.7E-05,0.000248,4.6E-05,0.000341,0.000101,0.000102,0.126795,4.6E-05,6E-05,0.000963,0.039205,7.1E-05,0.000118,1.7E-05,0.000295,0.103814,0.000126,5.5E-05,4.5E-05,6.9E-05,0.000101,0.164529,0.073157,0.014725,0.034175,4.7E-05,0.102467,8.7E-05,5.4E-05,8.3E-05,7.9E-05,0.0001,0.019857,0.000183,5.5E-05,3.3E-05,4.2E-05,5.7E-05,0.000493,6.7E-05,5.6E-05,9.4E-05,7.7E-05,0.000146,0.000143,0.000303,0.0001,0.00012,0.0001,0.000116,5.1E-05,0.151156,8.6E-05,0.000597,0.000114,f3fx77k9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3fx77k9,Differential Self-Assembly of Novel Redox Crown Ethers,2014,"Merithew, Andrew William","University of California, Santa Barbara. Chemistry","Craig J. Hawker, Javier Read de Alaniz",English,0.000249029166428334,0.00028909762136049
216,508,41,13,0.187405,4.4E-05,8.2E-05,5E-05,5.8E-05,3.4E-05,3.7E-05,5.9E-05,0.000619,4.3E-05,9.8E-05,3.7E-05,3.7E-05,2.8E-05,0.000105,8.4E-05,6.2E-05,3.3E-05,0.000124,2.3E-05,0.000171,5.1E-05,0.205327,4.7E-05,2.3E-05,3E-05,0.066464,0.00011,3.6E-05,5.9E-05,8E-06,0.000148,0.081385,6.3E-05,2.7E-05,2.2E-05,3.5E-05,5.1E-05,0.077619,3E-05,5.3E-05,3.2E-05,2.4E-05,6.5E-05,4.4E-05,2.7E-05,4.2E-05,4E-05,5E-05,0.000183,9.2E-05,2.7E-05,1.7E-05,2.1E-05,2.9E-05,0.000247,3.3E-05,2.8E-05,4.7E-05,3.9E-05,7.3E-05,7.2E-05,0.000152,0.564559,6E-05,5E-05,5.8E-05,2.6E-05,4.4E-05,4.3E-05,0.0003,5.7E-05,f3959fqh,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3959fqh,High Speed Integrated Circuits for High Speed Coherent Optical Communications,2014,"Park, Hyun-chul","University of California, Santa Barbara. Electrical and Computer Engineering",Mark J. W. Rodwell,English,0.000374358521609909,9.99348803957413E-05
217,510,4,8,0.228087,0.000152,0.285504,0.000173,0.000198,0.000118,0.000127,0.000204,0.111182,0.000149,0.017113,0.000128,0.000128,9.6E-05,0.000361,0.00029,0.000214,0.000115,0.000426,8E-05,0.000588,0.000175,0.000175,0.00016,8E-05,0.000103,0.001657,0.000379,0.000122,0.000203,2.9E-05,0.000509,0.010933,0.008605,9.4E-05,7.7E-05,0.000119,0.000175,0.258061,0.000103,0.000182,0.000108,8.1E-05,0.000225,0.00015,9.2E-05,0.000143,0.000136,0.000171,0.000628,0.000315,9.4E-05,5.7E-05,7.3E-05,9.8E-05,0.034405,0.000115,9.6E-05,0.000161,0.000133,0.000251,0.000246,0.126356,0.000172,0.134429,0.000172,0.0002,8.8E-05,0.00015,0.000148,0.001028,0.000196,f3ns0s04,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3ns0s04,Assessing Inequality using Geographic Income Distributions,2014,"Dev, Boris","University of California, Santa Barbara. Geography",Sergio Rey,English,3.56217942690329E-05,6.16962937222251E-05
218,511,0,22,0.143525,0.000134,0.000248,0.000152,0.000175,0.000104,0.000112,0.00018,0.120213,0.000131,0.007692,0.000113,0.000113,8.4E-05,0.126053,0.000255,0.000189,0.000101,0.577278,7E-05,0.000518,0.000154,0.000154,0.000141,7E-05,9.1E-05,0.001461,0.000334,0.000108,0.000179,2.5E-05,0.000448,0.002243,0.000191,8.3E-05,6.8E-05,0.000105,0.000154,0.05741,9.1E-05,0.00016,9.6E-05,7.1E-05,0.000198,0.000132,8.1E-05,0.000126,0.00012,0.000151,0.000553,0.000278,8.3E-05,5.1E-05,6.4E-05,8.7E-05,0.000749,0.000101,0.044462,0.000142,0.000117,0.000221,0.000217,0.00046,0.000152,0.000182,0.007548,0.000177,7.8E-05,0.000132,0.00013,0.045284,0.000173,f3sn0745,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3sn0745,Student Perceptions of Multicultural Awareness Development Through Participation in a Multicultural Living-Learning Community,2014,"Miller, Shalauna","University of California, Santa Barbara. Education",Cynthia Hudley,English,1.26392961616099E-06,0.00017247743286549
219,515,41,40,0.126371,7.8E-05,0.000144,8.9E-05,0.000102,0.11203,6.5E-05,0.000105,0.005398,7.6E-05,0.478198,6.6E-05,6.6E-05,4.9E-05,0.000185,0.000149,0.00011,5.9E-05,0.000219,4.1E-05,0.000302,9E-05,9E-05,8.2E-05,4.1E-05,5.3E-05,0.056836,0.004501,6.3E-05,0.000104,1.5E-05,0.000261,0.216633,0.000111,4.8E-05,0.004346,6.1E-05,9E-05,0.115252,5.3E-05,9.3E-05,5.6E-05,4.1E-05,0.000115,7.7E-05,4.7E-05,7.4E-05,7E-05,8.8E-05,0.000322,0.000162,4.8E-05,2.9E-05,3.7E-05,5.1E-05,0.000436,5.9E-05,4.9E-05,8.3E-05,6.8E-05,0.000129,0.000126,0.000268,8.8E-05,0.000106,8.9E-05,0.000103,4.5E-05,7.7E-05,7.6E-05,0.000528,0.000101,f3m32sz7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3m32sz7,The Thermoelectric Properties of Rare Earths as Dopants in InGaAs Films,2014,"Koltun, Rachel Ann","University of California, Santa Barbara. Materials","Christopher J. Palmstrom, John E. Bowers",English,0.000370891922944233,0.000310694917412095
220,519,3,35,0.283711,5.2E-05,0.002985,5.9E-05,6.8E-05,4.1E-05,4.4E-05,7E-05,0.145155,5.1E-05,0.000115,4.4E-05,4.4E-05,3.3E-05,0.000124,0.078088,7.4E-05,3.9E-05,0.089689,2.7E-05,0.029087,0.101156,6E-05,5.5E-05,2.7E-05,3.5E-05,0.000571,0.00013,4.2E-05,7E-05,1E-05,0.000175,0.000876,7.4E-05,3.2E-05,2.7E-05,4.1E-05,6E-05,0.088855,3.5E-05,6.3E-05,3.7E-05,2.8E-05,7.7E-05,5.2E-05,3.2E-05,4.9E-05,0.005824,5.9E-05,0.000216,0.000108,0.002921,2E-05,2.5E-05,3.4E-05,0.000293,3.9E-05,0.430414,5.5E-05,4.6E-05,0.020306,8.5E-05,0.00018,5.9E-05,7.1E-05,5.9E-05,6.9E-05,3E-05,5.2E-05,5.1E-05,0.000354,6.7E-05,f3vm49ft,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3vm49ft,Ethnic socialization and ethnic identity in Korean American adolescents and young adults : The relative roles of parents and friends,2014,"Kim, Ann Y.","University of California, Santa Barbara. Education","Hsiu-Zu Ho, Cynthia Hudley",English,3.12847280825512E-05,0.00027397268692507
221,520,0,26,0.297192,6.5E-05,0.000121,7.4E-05,8.5E-05,5.1E-05,0.003662,8.8E-05,0.083885,6.4E-05,0.000144,5.5E-05,5.5E-05,4.1E-05,0.220209,0.000125,9.2E-05,4.9E-05,0.130051,3.4E-05,0.000253,7.5E-05,7.5E-05,6.9E-05,3.4E-05,4.4E-05,0.000713,0.000163,5.3E-05,8.7E-05,1.2E-05,0.000219,0.001094,9.3E-05,4.1E-05,3.3E-05,5.1E-05,7.5E-05,0.11458,4.4E-05,7.8E-05,4.7E-05,3.5E-05,9.7E-05,6.5E-05,4E-05,6.2E-05,5.9E-05,7.4E-05,0.00027,0.000135,4E-05,2.5E-05,3.1E-05,4.2E-05,0.000365,4.9E-05,0.299459,6.9E-05,5.7E-05,0.000108,0.000106,0.000224,7.4E-05,8.9E-05,7.4E-05,8.6E-05,3.8E-05,6.5E-05,0.003671,0.137525,8.4E-05,f3rj4gmh,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3rj4gmh,The Ethnic Identity Development of Southeast Asian American College Students : Experiences across Academic and Social Contexts,2014,"Tran, Connie Nguyen","University of California, Santa Barbara. Education",Hsiu-Zu Ho,English,-1.78764742396485E-06,0.000202685080928877
222,524,39,28,0.149224,8.3E-05,0.000154,9.5E-05,0.000109,6.5E-05,6.9E-05,0.000112,0.001167,8.2E-05,0.000184,7E-05,0.483484,5.2E-05,0.000198,0.000159,0.000118,6.3E-05,0.000234,4.4E-05,0.000322,9.6E-05,0.082967,8.8E-05,4.4E-05,5.7E-05,0.120612,0.000208,6.7E-05,0.000111,1.6E-05,0.000279,0.116495,0.000119,5.2E-05,4.2E-05,6.5E-05,9.6E-05,0.067964,5.6E-05,0.009308,5.9E-05,4.4E-05,0.000123,8.2E-05,5.1E-05,7.9E-05,7.5E-05,9.4E-05,0.092423,0.000173,5.2E-05,3.1E-05,4E-05,5.4E-05,0.000466,6.3E-05,5.3E-05,8.8E-05,7.3E-05,0.000138,0.009343,0.000286,0.009302,0.000113,9.5E-05,0.00011,4.9E-05,8.2E-05,8.1E-05,0.000564,0.000108,f3wq01z2,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3wq01z2,Design and Fabrication of Sub-100nm Base-Emitter Junctions of THz InP DHBTs,2014,"Chiang, Han-Wei","University of California, Santa Barbara. Electrical and Computer Engineering",Mark J. W. Rodwell,English,0.000349930634105606,0.000216824563484622
223,525,41,21,0.153425,0.000177,0.000328,0.039338,0.000231,0.362155,0.000148,0.000238,0.00248,0.000173,0.039528,0.00015,0.000149,0.000112,0.000421,0.000338,0.00025,0.000134,0.000497,9.3E-05,0.000685,0.000204,0.127399,0.000186,9.3E-05,0.00012,0.099775,0.010226,0.000143,0.000237,3.3E-05,0.000593,0.208436,0.000252,0.00011,9E-05,0.000139,0.000204,0.007457,0.00012,0.078486,0.000126,9.4E-05,0.000262,0.009959,0.000108,0.000167,0.000159,0.0002,0.000732,0.000367,0.00011,6.7E-05,8.5E-05,0.000115,0.000991,0.000134,0.000112,0.000188,0.000155,0.000293,0.000287,0.000609,0.000201,0.000241,0.000201,0.000234,0.000103,0.000175,0.000173,0.001199,0.000228,f3wd3xr5,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3wd3xr5,Nanometer-scale engineering of shallow spins in diamond,2014,"Ohno, Kenichi","University of California, Santa Barbara. Materials","Christopher J. Palmstrom, David D. Awschalom",English,0.000373232932546753,0.000162898696988177
224,528,34,31,0.137345,8.1E-05,0.00015,9.2E-05,0.000106,6.3E-05,6.8E-05,0.000109,0.036977,7.9E-05,0.000179,6.9E-05,6.8E-05,5.1E-05,0.000193,0.000155,0.000114,0.497362,0.000228,4.2E-05,0.000314,9.3E-05,9.3E-05,8.5E-05,4.2E-05,5.5E-05,0.12185,0.000202,6.5E-05,0.000108,1.5E-05,0.000272,0.104403,0.000115,5E-05,4.1E-05,6.4E-05,9.3E-05,0.160221,5.5E-05,9.7E-05,5.8E-05,4.3E-05,0.00012,8E-05,4.9E-05,7.7E-05,7.3E-05,9.1E-05,0.072018,0.000168,5E-05,3.1E-05,3.9E-05,5.3E-05,0.000454,6.1E-05,5.1E-05,8.6E-05,7.1E-05,0.000134,0.000131,0.000279,9.2E-05,0.00011,9.2E-05,0.000107,4.7E-05,8E-05,7.9E-05,0.000549,0.000105,f3j101b0,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3j101b0,Effects of Fiber Architecture on Damage and Failure in C/SiC Composites,2014,"Shaw, John Henry","University of California, Santa Barbara. Materials",Frank W. Zok,English,0.000310031960755547,0.000238830593012731
